time (UTC),air_pressure_at_mean_sea_level (Pa),air_temperature (K),sea_surface_wave_mean_period (s),sea_surface_wave_significant_height (m),sea_surface_wave_from_direction (degree),wind_from_direction (degree),wind_speed_of_gust (m s-1),wind_speed (m s-1),eastward_sea_water_velocity_1 (m s-1),northward_sea_water_velocity_1 (m s-1),sea_water_temperature_1 (K),eastward_sea_water_velocity_2 (m s-1),northward_sea_water_velocity_2 (m s-1),sea_water_temperature_2 (K),eastward_sea_water_velocity_3 (m s-1),northward_sea_water_velocity_3 (m s-1),sea_water_temperature_3 (K),eastward_sea_water_velocity_4 (m s-1),northward_sea_water_velocity_4 (m s-1),sea_water_temperature_4 (K),eastward_sea_water_velocity_5 (m s-1),northward_sea_water_velocity_5 (m s-1),sea_water_temperature_5 (K),eastward_sea_water_velocity_6 (m s-1),northward_sea_water_velocity_6 (m s-1),sea_water_temperature_6 (K),eastward_sea_water_velocity_7 (m s-1),northward_sea_water_velocity_7 (m s-1),sea_water_temperature_7 (K),eastward_sea_water_velocity_8 (m s-1),northward_sea_water_velocity_8 (m s-1),sea_water_temperature_8 (K),northward_sea_water_velocity (m s-1),sea_water_temperature_9 (K),platform
2022-06-08T20:00:00Z,100603.7,286.38,3.476,0.167,334.6,287.2,5.94,5.34,0.007586937,2.69999,287.883,0.005393064,2.999995,287.829,0.009058245,2.999986,286.758,-0.8821216,-2.867379,286.46,-2.479023,1.861302,286.389,7.63236,1.018374,286.402,1.14189,-4.145611,286.136,-4.932865,-3.415676,285.807,NaN,285.641,1
2022-06-08T20:20:00Z,100581.3,286.39,3.476,0.167,334.6,291,5.96,5.329,0.007628827,3.09999,287.785,0.004293509,4.099998,287.757,0.003853686,3.199998,286.857,-3.402971,-6.795571,286.451,-3.490601,-0.2563332,286.395,0.6033706,3.853044,286.404,2.725182,2.352314,286.096,-0.4991709,-0.02878194,285.814,NaN,285.537,1
2022-06-08T20:40:00Z,100546.9,286.5,3.476,0.167,334.6,303,6.04,5.562,0.003351033,5.999998,287.742,0.001612684,3.3,287.67,0.003513347,6.099999,287.304,-2.206672,-3.093639,286.498,0.1881137,0.7775689,286.409,7.500001,-3.28E-07,286.433,5.077556,-1.83805,286.236,-4.167794,-0.5191268,285.87,NaN,285.652,1
2022-06-08T21:00:00Z,100548.5,286.82,3.476,0.167,334.6,302.5,6.03,5.411,0.005222025,6.799998,287.699,0.004900883,3.599996,287.616,0.004677482,3.999997,287.302,-4.275633,-3.769477,286.574,-0.6975382,1.980768,286.448,1.230886,3.595124,286.451,3.639269,5.625453,286.326,-1.57E-07,-1.8,285.997,NaN,285.729,1
2022-06-08T21:20:00Z,100527.1,287.02,2.899,0.141,304.2,307.6,5.51,5.025,0.01633627,7.799983,287.667,0.003262019,2.099998,287.612,0.00921882,3.799989,287.477,-1.920709,-1.600274,286.93,3.496114,0.1648725,286.464,5.098425,3.349039,286.45,1.442551,3.837844,286.248,-1.56757,-7.844918,285.879,NaN,285.688,1
2022-06-08T21:40:00Z,100481.9,287.07,3.078,0.146,301.5,305.6,6.31,5.62,0.01204277,9.199992,287.616,0.0118438,8.699991,287.578,0.005414009,3.299995,287.44,-2.225197,-2.436903,287.056,-1.380541,0.992021,286.47,-0.3243688,-2.680445,286.466,2,-8.74E-08,286.288,-1.341231,0.6716388,285.903,NaN,285.705,1
2022-06-08T22:00:00Z,100438.1,287.26,3.273,0.144,298.3,304.3,6.01,5.276,0.02665462,8.299956,287.583,0.002631956,2.599999,287.548,0.01317373,5.099983,287.556,-2.566093,-1.554081,287.246,-4.172165,0.482737,286.691,-4.6184,2.163418,286.508,5.074783,-0.5065308,286.362,4.170455,0.497297,285.982,NaN,285.718,1
2022-06-08T22:20:00Z,100387.9,287.13,3.273,0.144,298.3,306.6,6.17,5.442,0.0186401,8.899981,287.607,0.0124407,8.09999,287.569,0.001558579,1.899999,287.459,-3.420536,-2.60575,287.197,-3.058594,-4.450281,286.689,-1.016825,-6.419974,286.508,3.549155,-3.662444,286.35,1.202753,-6.489482,285.959,NaN,285.789,1
2022-06-08T22:40:00Z,100360.5,287.43,3.209,0.141,293.9,303.7,5.49,4.86,0.01290147,9.599991,287.596,0.001919862,2.499999,287.471,0.01957908,7.899976,287.433,-1.991716,-1.671248,287.218,-1.684907,0.6333154,286.828,5.917827,10.20879,286.517,6.284536,1.21021,286.381,0,3.9,285.92,NaN,285.816,1
2022-06-08T23:00:00Z,100315.6,287.55,3.209,0.141,293.9,305.6,6.49,5.738,0.03033379,10.99996,287.502,0.02644346,10.89997,287.475,0.02890958,8.19995,287.321,-3.181894,-2.423953,287.087,-5.182251,1.110979,286.98,-1.637376,-0.4571634,286.521,-2.565127,-4.865195,286.391,2.788661,2.867642,285.979,NaN,285.835,1
2022-06-08T23:20:00Z,100282.5,287.77,3.209,0.141,293.9,309.3,5.82,5.254,0.03309665,14.69996,287.508,0.01221031,4.399983,287.496,0.001900662,0.899998,287.375,-0.2882205,-0.2773607,287.158,-4.381891,0.3987845,286.87,-1.92E-07,-2.2,286.529,-2.861294,-1.43283,286.265,0.7111323,1.320716,285.885,NaN,285.735,1
2022-06-08T23:40:00Z,100248.9,287.93,3.209,0.141,293.9,304.3,5.6,4.967,0.03437943,9.799939,287.536,0.002994985,3.899999,287.53,0.01111771,2.599976,287.477,-4.150061,-2.788726,287.279,-1.695501,-2.101256,287.051,-2.069938,-0.7452237,286.565,4.407143,3.120431,286.198,-1.930587,-5.575198,286.047,NaN,285.762,1
2022-06-09T00:00:00Z,100241.8,287.94,3.469,0.124,293.9,304.9,5.62,5.138,0.02116211,12.49998,287.559,0.01896822,7.599976,287.547,0.004653046,3.099996,287.503,-5.103444,-3.520632,287.26,-1.030128,-5.504438,286.98,2.141735,-2.241198,286.496,3.050322,-3.83478,286.195,-2.243691,-4.57994,286.126,NaN,285.777,1
2022-06-09T00:20:00Z,100285.8,287.91,3.306,0.128,290.6,310.7,4.92,4.456,0.05589913,10.19985,287.603,0.01429424,7.799987,287.587,0.01528383,6.299982,287.557,-3.866486,-3.3257,287.209,-2.299829,0.02809963,286.949,0.4499105,-4.07524,286.459,3.368543,-0.4614332,286.2,0.4270626,-4.881354,286.07,NaN,285.85,1
2022-06-09T00:40:00Z,100311,287.79,3.306,0.128,290.6,311.8,4.54,4.268,0.01963494,8.999979,287.603,0.007232637,2.799991,287.589,0.02722706,6.499943,287.552,-1.698936,-1.234349,287.242,-2.708441,-2.216833,286.949,-3.756321,-3.300008,286.463,-2.8,3.34E-08,286.25,-0.7069204,-2.188667,286.052,NaN,285.92,1
2022-06-09T01:00:00Z,100302.1,287.71,3.306,0.128,290.6,312.9,4.14,3.599,0.04391066,13.89993,287.568,0.01054178,3.999986,287.554,0.02488662,9.699968,287.436,-4.572174,-3.728972,287.102,-5.085644,-0.3823902,286.597,-5.379396,-6.320766,286.431,2.074869,-6.580647,286.249,2.061473,-5.953178,286.082,NaN,285.965,1
2022-06-09T01:20:00Z,100302.5,287.57,3.489,0.127,283.4,317.8,3.79,3.482,0.03392916,11.99995,287.552,0.006716024,3.699994,287.534,0.0282267,2.699852,287.471,-4.310532,-2.111709,287.004,-1.486475,-0.2009792,286.482,0.5486713,-4.969805,286.423,2.111184,-7.612681,286.184,-2.88E-07,-3.3,286.003,NaN,285.999,1
2022-06-09T01:40:00Z,100304.3,287.44,3.498,0.122,286,312.9,4.51,3.983,0.02488836,9.199966,287.521,0.008367103,4.699992,287.509,0.01692264,3.199955,287.424,-6.397187,-4.462735,287.001,-0.9911062,-7.736777,286.519,6.970662,-1.802736,286.391,-0.6643226,-1.886445,286.192,-5.330768,-4.536839,285.979,NaN,286.052,1
2022-06-09T02:00:00Z,100289.5,287.49,3.498,0.122,286,318.6,4.69,4.363,0.03601306,11.39994,287.483,0.007850479,2.599988,287.466,0.04018764,5.79986,287.272,-5.082578,-2.794172,286.854,2.667452,0.8512924,286.37,-3.824802,-5.131364,286.377,-2.094196,-6.047673,286.154,-1.205785,-0.8922344,285.966,NaN,285.98,1
2022-06-09T02:20:00Z,100265,287.97,3.498,0.122,286,327,4.9,4.292,0.03355908,7.599925,287.473,0.01373398,6.099985,287.461,0.001853537,0.5999972,287.284,-9.691094,-4.294497,286.808,5.73778,-0.8472817,286.363,-3.355852,-2.688543,286.307,-1.101132,-3.741325,286.088,-3.784976,-3.267103,285.996,NaN,286.01,1
2022-06-09T02:40:00Z,100255.7,288.11,3.551,0.123,286.7,331.9,4.52,3.86,0.01347743,9.89999,287.429,0.008340916,2.699987,287.394,0.05173102,6.499794,287.361,-5.072529,-3.565031,286.966,-6.535064,-2.508574,286.51,-4.026958,-5.229111,286.313,-0.2826956,-8.99556,286.115,-4.950565,-5.364877,286.08,NaN,285.978,1
2022-06-09T03:00:00Z,100239.7,288.13,3.551,0.123,286.7,319.4,5.08,4.366,0.03250496,9.699946,287.796,0.01161691,6.39999,287.389,0.04331178,6.599858,287.208,-2.398534,-1.630041,286.686,-0.9794122,-1.85762,286.276,-4.721502,-9.266468,286.117,-2.905575,-1.564492,286.081,-1.25151,-1.429588,286.05,NaN,286.024,1
2022-06-09T03:20:00Z,100230.5,287.92,3.551,0.123,286.7,0.35,6.93,5.265,0.02316398,7.899966,287.654,0.01205672,4.399984,287.387,0.03805506,9.199921,287.233,-2.586213,-1.31206,286.814,1.012696,-3.972965,286.331,-3.956168,-4.902931,286.116,-5.866622,1.671151,286.047,-3.671736,-1.314671,286.032,NaN,286.109,1
2022-06-09T03:40:00Z,100240.7,287.12,3.551,0.123,286.7,356.2,5.8,4.859,0.0185249,6.099972,287.559,0.01804669,9.399982,287.439,0.0408266,8.599903,287.146,-3.633958,-1.111013,286.824,-1.732494,-5.8488,286.254,0.9827078,-3.254887,286.128,2.360572,-0.4332461,286.039,-2.518851,-5.99211,286.054,NaN,285.742,1
2022-06-09T04:00:00Z,100223,286.82,3.551,0.123,286.7,336,5.09,4.07,0.03049433,8.399944,287.546,0.00949459,7.999994,287.46,0.01637803,2.299942,287.184,-2.94745,-1.694857,286.403,-6.40301,-3.067811,286.154,-3.971376,-1.894248,286.145,-2.844133,-3.487249,286.029,1.735797,-4.475155,286.06,NaN,285.365,1
2022-06-09T04:20:00Z,100233.8,286.51,3.551,0.123,286.7,346.6,4.8,3.967,0.01406734,6.499985,287.548,0.007155847,4.099994,287.477,0.03155708,4.899898,287.069,-6.23504,-7.430632,286.263,0.8395586,-4.31916,286.122,-4.202309,-1.870988,286.154,-1.328097,-3.238234,286.05,-5.652345,-2.012709,286.038,NaN,285.066,1
2022-06-09T04:40:00Z,100254.9,286.18,3.551,0.123,286.7,337.8,4.84,3.944,0.02096484,5.199958,287.538,0.003525564,1.999997,287.421,0.02813461,6.199936,287.024,-3.989559,-3.78595,286.259,2.771878,-1.388053,286.118,-1.914248,-4.834838,286.138,-1.096523,-5.389586,286.036,-2.324801,-1.164174,286.034,NaN,285.148,1
2022-06-09T05:00:00Z,100270.8,285.96,4.38,0.093,297.9,307,3.23,2.917,0.007162829,5.699996,287.48,0.01345299,8.19999,287.376,0.02495811,5.19994,286.64,-2.849266,-3.22051,286.211,0.5126675,-6.981202,286.1,-1.716437,-2.460456,286.095,-0.6417589,-9.17759,286.025,-2.15173,-1.944237,286.013,NaN,284.509,1
2022-06-09T05:20:00Z,100270.4,285.8,4.38,0.093,297.9,316.2,3.21,2.842,0.04465227,7.799872,287.445,0.02219881,7.899969,287.324,0.02694768,3.999909,286.694,-2.380722,-2.7004,286.156,-0.03298608,-2.699799,286.028,-2.364032,-1.846984,286.074,0.4978108,-2.245481,286.007,-1.366767,-7.374411,285.98,NaN,284.328,1
2022-06-09T05:40:00Z,100264,285.8,4.38,0.093,297.9,281.8,3.83,3.028,0.01599593,6.49998,287.477,0.004328417,12.4,287.159,0.016811,8.599984,286.361,-5.995867,-8.374938,286.082,0.8114108,-6.247528,286.011,-0.1703532,-0.2469409,286.054,-3.433676,-4.674384,285.987,-2.604884,-5.293825,285.826,NaN,284.303,1
2022-06-09T06:00:00Z,100253,285.82,4.38,0.093,297.9,271.6,4.24,3.453,0.01115614,6.79999,287.423,0.03251895,13.59996,287.038,0.01363451,12.59999,286.141,-1.70152,-7.61215,286.002,-1.547987,-4.0117,285.976,-4.550612,-5.579598,285.982,-4.659082,-2.074357,285.754,-1.73811,-7.295819,285.478,NaN,284.832,1
2022-06-09T06:20:00Z,100235.9,285.71,4.38,0.093,297.9,276.6,4.1,3.546,0.01429773,6.399984,287.359,0.009257215,3.399988,286.926,0.005183626,2.699995,286.173,-2.416958,-3.556447,285.994,-0.8508774,-4.825558,285.952,-1.986367,-10.71748,285.986,-4.754242,-2.959254,285.727,-5.51E-07,-6.3,285.316,NaN,284.295,1
2022-06-09T06:40:00Z,100219,285.59,4.38,0.093,297.9,279.6,5.19,4.593,0.01157151,3.39998,287.325,0.03042629,11.69996,287.231,0.00206647,3.199999,286.372,-0.9302469,-3.061804,286.024,0.07155647,-8.199688,286.004,4.368625,-10.0953,285.978,2.003039,-7.745181,285.657,-0.2491338,-5.093911,285.218,NaN,284.274,1
2022-06-09T07:00:00Z,100209,285.52,4.38,0.093,297.9,281.2,6,5.404,0.009550435,4.799991,287.286,0.00418879,5.999998,287.093,0.01231329,8.29999,286.31,-1.639963,-3.204766,286.091,-1.673958,-8.94471,286.01,-5.193832,-4.692985,286.006,-4.229751,-4.395362,285.564,-2.363372,-3.350294,285.172,NaN,284.279,1
2022-06-09T07:20:00Z,100190.5,285.7,3.509,0.088,324.9,289.8,5.6,4.883,0.007387977,5.099994,287.223,0.01531526,11.69999,287.17,0.009197882,6.199993,286.294,-0.188244,-0.6742138,286.105,-5.780088,-6.767613,286.007,-4.761094,-0.6099075,285.994,8.613206,1.22584,285.35,-2.107159,-1.14886,284.718,NaN,284.209,1
2022-06-09T07:40:00Z,100181.8,285.53,3.509,0.088,324.9,286.1,5.85,5.367,0.001979203,1.399999,287.104,0.009414304,8.699994,287.06,0.01174955,5.099986,286.279,-3.181981,-3.181981,286.135,1.370728,-10.00655,286.03,-6.772094,-6.227259,285.921,-7.323135,-2.379428,285.299,-0.6027104,-2.115831,284.611,NaN,284.272,1
2022-06-09T08:00:00Z,100185,285.34,3.509,0.088,324.9,285.3,6.44,5.76,0.01433962,7.899986,287.064,0.001822124,5.799999,287.023,0.01593483,5.499977,286.283,-1.729597,-13.69118,286.138,-3.449648,-5.271616,285.981,-4.360188,-5.087117,285.708,-3.737913,-6.270407,285.224,-0.7645321,-6.0519,284.6,NaN,284.322,1
2022-06-09T08:20:00Z,100178.7,285.06,3.39,0.091,336.8,273.4,6.88,5.999,0.02848367,5.999932,287.109,0.009711012,10.7,287.068,0.02331059,8.399967,286.641,-0.08377264,-4.799269,286.135,-9.048832,-7.72843,286.007,-6.588416,-3.788504,285.686,-2.628207,-3.896476,285.204,-0.2169747,-0.5593943,284.743,NaN,284.296,1
2022-06-09T08:40:00Z,100172,285.05,2.61,0.099,333.3,270.9,7.63,6.12,0.02726898,8.399956,287.072,0.005183628,6.599998,287.039,0.005131268,9.799998,286.853,1.257301,-6.987789,286.163,-5.629483,-11.04848,286.021,-6.354546,-5.182639,285.705,-5.957312,-9.836689,285.214,-4.703695,-6.594335,284.622,NaN,284.295,1
2022-06-09T09:00:00Z,100184,284.71,1.36,0.13,326.3,265.7,6.82,5.889,0.02608913,7.399954,286.952,0.001490511,1.399999,286.928,0.007068581,4.999995,286.653,1.430497,-5.414211,286.173,8.613206,-1.22584,286.043,-9.488761,-3.156487,285.511,-5.516468,-6.59762,285.222,-3.322126,-5.234833,284.556,NaN,284.13,1
2022-06-09T09:20:00Z,100195.5,284.22,1.36,0.13,326.3,271.2,6.42,5.182,0.03090974,10.99996,286.844,0.01251051,5.599986,286.83,0.001720895,5.799999,286.754,0.8228304,-5.640297,286.342,-1.03E-06,-11.8,286.094,-6.799315,-1.174443,285.86,-4.60941,-1.339156,285.277,-4.438754,-6.655634,284.547,NaN,284.057,1
2022-06-09T09:40:00Z,100225,284.02,1.36,0.13,326.3,283.4,5.22,4.634,0.002654646,11.7,286.824,0.01286482,9.099991,286.795,0.01154535,10.49999,286.786,0.3332742,-4.888653,286.578,-5.268993,-5.195933,286.127,-6.371597,-0.6022934,285.936,-6.238472,-1.428799,285.31,-1.979165,-5.558139,284.5,NaN,283.696,1
2022-06-09T10:00:00Z,100241.9,284.11,1.36,0.13,326.3,271.2,5.97,4.955,0.03246308,11.99996,286.796,0.01673421,10.19999,286.788,0.01144935,4.099984,286.782,-1.17037,-7.306863,286.651,-3.989259,-3.335538,286.207,-7.589916,1.29737,286.009,-2.486867,-2.013825,285.633,-4.999702,-2.04034,284.715,NaN,283.971,1
2022-06-09T10:20:00Z,100257.8,284.26,1.818,0.17,291.4,265.2,6.84,5.656,0.02992365,12.69997,286.745,0.01479166,7.499986,286.728,0.007623598,8.399996,286.733,-0.1588079,-6.49806,286.705,0.7943876,-8.563233,286.424,-5.677762,-4.262983,286.06,0.0785273,-2.498766,285.682,-3.161709,-3.611592,284.704,NaN,284.052,1
2022-06-09T10:40:00Z,100264.6,284.39,1.818,0.17,291.4,275.3,5.61,4.477,0.009885543,9.599994,286.829,0.01016479,5.599991,286.823,0.002296854,4.699999,286.837,-0.4602284,-5.480711,286.719,-0.600581,-8.378502,286.421,2.717158,-7.630665,286.041,-2.14597,-1.074622,285.54,-2.907671,-2.28811,284.627,NaN,283.854,1
2022-06-09T11:00:00Z,100267.2,284.42,1.744,0.175,272.3,288.8,5.1,4.313,0.005026549,9.599998,286.795,0.009566146,6.299992,286.784,0.003323107,6.8,286.795,-0.1875808,-1.387377,286.738,-5.516522,-4.932341,286.631,-8.392005,-0.3664047,286.058,0.02739589,-0.09617414,285.939,-3.935789,-2.181643,284.798,NaN,284.172,1
2022-06-09T11:20:00Z,100274.8,284.31,1.761,0.175,270,306.3,3.54,3.024,0.01093274,11.6,286.88,0.008223989,6.199994,286.869,0.008901178,6.799994,286.875,-1.112461,-3.423803,286.767,-0.7563367,-1.178115,286.681,-2.427051,-1.763355,286.141,1.760453,-4.99908,285.926,-2.269444,1.048629,284.75,NaN,284.094,1
2022-06-09T11:40:00Z,100284.8,284.47,1.75,0.166,266.4,293.9,3.95,2.588,0.00992045,9.799994,286.914,0.009306094,8.599994,286.924,0.00361981,1.699996,286.937,-1.42629,-9.897762,286.806,-4.57216,-7.983442,286.756,-5.07E-07,-5.8,286.232,-5.689967,-0.3380449,285.948,-3.202612,-3.96904,284.995,NaN,284.194,1
2022-06-09T12:00:00Z,100285.7,284.77,1.739,0.15,263.7,261.4,4.6,3.754,0.01407433,12.79999,286.965,0.013919,14.49999,286.955,0.01048244,7.699993,286.975,-1.145984,-5.787635,286.841,-5.683327,-7.736912,286.805,-3.012228,-2.1486,286.627,-3.658229,-1.028281,285.98,-0.4647484,-0.5234587,285.045,NaN,284.224,1
2022-06-09T12:20:00Z,100272.4,284.88,2.354,0.144,266.5,260.4,8.48,6.641,0.02403317,13.49998,286.958,0.006021386,6.899998,286.944,0.00901986,6.799994,286.971,-0.9385495,-5.216236,286.897,-0.1724062,-1.490059,286.793,-1.139762,-0.8129838,286.59,-0.91212,0.4099232,285.893,-0.7982413,-0.05301858,284.843,NaN,284.137,1
2022-06-09T12:40:00Z,100262,285.1,3.023,0.162,281.9,263.4,7.69,6.227,0.06235682,11.59983,286.953,0.01099906,4.599987,286.942,0.006387904,6.099996,286.974,0.536406,-2.951655,286.891,-1.546876,-4.543917,286.835,-2.246421,-6.524078,286.527,-1.640147,1.886775,285.858,0.9897297,-2.619243,285.205,NaN,284.278,1
2022-06-09T13:00:00Z,100259.1,285.26,3.023,0.162,281.9,258.2,8.76,7.444,0.04105006,11.19993,286.93,0.02695484,10.79997,286.909,0.01569051,15.49999,286.934,1.10318,-6.81124,286.898,-0.3992661,-3.074181,286.897,-0.06963728,-5.699574,286.758,-2.990028,-4.254378,285.92,-1.757205,-1.149882,285.653,NaN,284.467,1
2022-06-09T13:20:00Z,100256,285.21,3.023,0.162,281.9,248.3,7.26,6.028,0.02395986,9.59997,286.907,0.009257223,6.799994,286.892,0.01203753,5.699988,286.912,0.3663524,-6.990406,286.873,5.237925,-6.046829,286.837,-2.05889,-3.888569,286.718,-3.85E-07,-4.4,286.031,-4.518522,-0.8619522,285.897,NaN,284.565,1
2022-06-09T13:40:00Z,100262.8,285.64,1.802,0.197,277.5,250.1,6.48,5.17,0.02775071,10.59996,286.901,0.007391467,5.499995,286.875,0.006478661,5.799996,286.881,-0.2568797,-9.196413,286.831,-0.07853686,-4.499315,286.827,-5.513839,-5.933598,286.717,-2.604547,-2.902816,286.139,-1.107245,-0.6811818,285.941,NaN,284.664,1
2022-06-09T14:00:00Z,100286,285.79,1.802,0.197,277.5,258.9,6.68,5.762,0.01130973,8.999994,286.893,0.009688318,6.099993,286.871,0.004365068,4.099998,286.887,1.935129,-5.148327,286.819,-1.220185,-4.227428,286.773,-5.564542,-6.158399,286.72,-5.302595,2.807577,286.192,0.815063,-7.153718,285.942,NaN,284.527,1
2022-06-09T14:20:00Z,100309.2,285.46,1.802,0.197,277.5,248,7.46,6.607,0.008922121,7.099995,286.844,0.01670278,6.599978,286.829,0.007187265,7.099997,286.858,0.7802286,-5.039965,286.824,3.296423,-7.069201,286.789,-4.452787,-3.870747,286.723,-3.483753,-0.9074493,286.198,-3.330755,1.366042,285.982,NaN,284.231,1
2022-06-09T14:40:00Z,100319.7,285.37,1.917,0.178,307,247.4,8.09,6.999,0.01672198,6.699979,286.814,0.00879645,3.599989,286.803,0.02438044,6.099951,286.831,0.5511448,-6.175454,286.758,-2.513934,-2.7148,286.754,-6.677471,-0.5489868,286.753,-0.3317547,-0.7279691,286.462,-5.1801,-2.824281,286.019,NaN,284.385,1
2022-06-09T15:00:00Z,100319.6,285.3,1.917,0.178,307,245,7.49,6.206,0.01248258,4.799984,286.815,0.005928883,7.899998,286.807,0.03034769,6.899934,286.827,3.552696,-7.831881,286.779,-5.223229,3.150854,286.761,-0.4908899,-0.345003,286.754,-3.363803,-1.973532,286.213,-5.427138,1.742462,285.999,NaN,284.828,1
2022-06-09T15:20:00Z,100316.6,285.42,1.968,0.195,304.6,246.9,7.67,6.832,0.006431538,5.499996,286.82,5.04E-04,1.7,286.813,0.005183628,6.599998,286.813,1.039267,-2.707383,286.755,-1.397536,0.08302927,286.733,-1.606335,-1.35266,286.716,-1.618002,-2.285185,286.115,-6.12E-08,-0.7000001,286.04,NaN,285.152,1
2022-06-09T15:40:00Z,100333.2,285.54,2.004,0.188,303.1,243.6,8.09,6.754,0.005166174,3.699997,286.844,0.001839577,3.4,286.815,0.01148426,4.699986,286.848,1.789142,-1.599678,286.774,3.681763,2.409278,286.767,-1.241172,-3.485613,286.786,-6.238075,-2.444671,286.233,-2.3,2.74E-08,286.063,NaN,284.577,1
2022-06-09T16:00:00Z,100347.8,285.6,2.041,0.184,300.9,250,7.6,6.516,0.003225368,4.399999,286.859,0.01032013,7.299993,286.845,0.01258382,6.999989,286.871,2.557447,-2.810598,286.794,2.424871,-1.4,286.776,-2.722097,-3.065972,286.808,2.530659,-2.270631,286.174,-2.272673,6.831906,286.077,NaN,284.678,1
2022-06-09T16:20:00Z,100362.2,285.57,2.007,0.192,294.5,253.3,6.83,6.152,0.009325286,3.899989,286.878,0.005138247,3.199996,286.85,0.001136209,3.1,286.866,5.464904,-8.848436,286.816,-1.653879,-3.421211,286.822,-2.202991,0.6609304,286.851,-4.016637,-2.028949,286.181,-1.363854,0.6244216,286.012,NaN,284.091,1
2022-06-09T16:40:00Z,100380.3,285.51,1.941,0.187,291.5,255.5,8.29,6.933,0.007147121,4.499995,286.884,0.01074599,13.1,286.857,0.006401862,2.799993,286.886,5.045538,-1.257994,286.866,-1.44765,-3.076412,286.858,-2.067457,-0.3682698,286.884,0.04603142,0.5982317,286.52,1.840881,1.204639,286.027,NaN,284.145,1
2022-06-09T17:00:00Z,100380.3,285.51,1.941,0.187,291.5,252.2,7.67,6.666,0.00844041,5.199994,286.945,0.007941246,6.999996,286.913,0.01084896,5.59999,286.927,3.169901,-1.229523,286.883,0.7615384,-0.6481198,286.884,-0.4198988,-1.647327,286.893,0.9575082,-1.980701,286.649,-4.412766,-0.8817557,285.602,NaN,284.009,1
2022-06-09T17:20:00Z,100373.5,285.72,1.941,0.187,291.5,248.9,7.29,6.498,0.008613194,4.699992,286.971,0.002569125,4.6,286.939,0.00435634,3.199997,286.901,3.174654,-1.473626,286.871,8.069956,-5.38199,286.872,4.982932,-1.086455,286.939,-3.362353,-4.478235,286.257,2.688542,-3.355852,285.749,NaN,284.104,1
2022-06-09T17:40:00Z,100360.9,285.99,1.846,0.174,288.3,248.9,6.85,6.042,0.01234994,5.799987,286.987,9.11E-04,2.9,286.95,0.003881609,1.599995,286.978,2.78905,-0.7944817,286.886,-0.5808214,-1.809046,286.892,1.32445,-7.077134,286.956,-4.75559,0.6514344,286.344,-1.262964,4.005612,285.373,NaN,284.247,1
2022-06-09T18:00:00Z,100341.7,286.34,1.891,0.168,285.5,241.3,6.06,5.251,0.005222025,6.799998,287.086,0.00517839,4.299997,287.017,0.02450437,7.199958,287.016,11.48176,-3.488428,286.918,5.029792,1.319541,286.902,1.487207,3.387951,286.943,4.644486,-2.106833,286.192,-1.031251,-3.029278,284.459,NaN,284.22,1
2022-06-09T18:20:00Z,100310.4,287.43,1.891,0.168,285.5,238.4,4.6,3.982,0.002638937,2.399998,287.262,0.02392495,9.199968,287.026,0.009157731,3.299987,286.957,1.414214,-1.414214,286.928,-4.421174,-2.542285,286.928,4.007809,1.255971,286.915,-1.880589,-3.755447,286.272,1.746261,-3.487202,284.519,NaN,284.259,1
2022-06-09T18:40:00Z,100275.3,289.65,1.891,0.168,285.5,226.6,4.25,3.686,0.004331903,1.699995,287.319,0.006031856,3.599995,287.05,0.01440941,4.299976,287.004,5.380974,-2.873172,286.965,-4.842617,-4.484312,286.964,-2.961583,4.15199,286.892,4.216818,6.322851,286.285,-0.3907105,-6.388063,284.579,NaN,284.001,1
2022-06-09T19:00:00Z,100251.2,291.61,1.891,0.168,285.5,222.7,4.31,3.923,0.003351031,2.399998,287.802,0.002576104,1.199997,287.068,0.0026529,1.899998,287.047,1.099035,-0.04606324,286.993,-0.753101,-8.968436,286.988,2.291592,-2.645488,286.918,-5.1,6.08E-08,285.894,0.9151495,-0.6103288,284.588,NaN,284.128,1
2022-06-09T19:20:00Z,100242.6,293.87,1.891,0.168,285.5,230.2,4.63,4.252,0.006035344,2.599993,287.958,0.01335172,2.99997,287.091,0.01094662,1.599963,287.06,4.763308,1.520165,287.022,6.943329,6.035743,287.01,-2.625931,-4.603747,286.947,0.2668783,-4.492079,285.929,-2.874455,-3.462299,284.667,NaN,284.176,1
2022-06-09T19:40:00Z,100227.2,294.95,1.891,0.168,285.5,235.4,4.89,4.444,0.002024582,4,287.828,0.01252446,3.89998,287.077,0.008906389,2.099981,287.093,4.079728,0.4072106,287.038,2.886774,-9.155683,286.993,0,3.5,286.81,-3.473293,-3.596698,286.009,4.62278,-6.651309,284.706,NaN,283.999,1
2022-06-09T20:20:00Z,100215.1,295.38,2.013,0.082,324.6,227.7,5.09,4.506,0.006408836,1.799989,288.095,0.00489739,2.299995,287.153,0.03023775,7.499939,287.098,4.433146,1.561157,287.051,-3.784418,-3.566256,286.887,3.058171,-4.691225,286.479,1.856309,-4.208814,285.751,3.145119,-4.265938,284.624,NaN,283.843,1
