                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    618,                 0.8311,                0.45973,                0.84742,                0.80404,                0.68536,                0.77454,                0.46651,                 1.0716,                0.59888,                 1.0685,              0.0038917,              0.0038917,              0.0038917
                    619,                0.78721,                0.42112,                0.79237,                0.80412,                0.68419,                0.77509,                0.46983,                 1.0682,                0.59406,                 1.0678,              0.0038818,              0.0038818,              0.0038818
                    620,                0.85918,                0.45455,                0.83808,                0.80748,                0.69434,                0.78269,                0.47195,                 1.0631,                0.59395,                 1.0639,              0.0038719,              0.0038719,              0.0038719
                    621,                0.81913,                0.42747,                0.82599,                0.80584,                0.69993,                0.78304,                0.46989,                 1.0732,                0.60852,                 1.0717,               0.003862,               0.003862,               0.003862
                    622,                 0.8636,                0.45453,                 0.8361,                0.79867,                0.69376,                0.77904,                0.46929,                 1.0592,                0.60872,                 1.0639,              0.0038521,              0.0038521,              0.0038521
                    623,                0.80165,                0.42133,                0.79366,                0.78767,                0.69591,                0.77986,                0.47151,                 1.0606,                0.60863,                 1.0643,              0.0038422,              0.0038422,              0.0038422
                    624,                0.84495,                0.42603,                0.81109,                0.79731,                0.69383,                0.77859,                0.46916,                 1.0679,                0.60918,                 1.0701,              0.0038323,              0.0038323,              0.0038323
                    625,                0.85749,                0.48275,                0.83851,                0.79542,                0.69283,                0.77564,                0.46925,                 1.0657,                0.60092,                  1.071,              0.0038224,              0.0038224,              0.0038224
                    626,                0.78722,                0.45295,                0.81624,                0.80188,                0.68984,                0.77749,                0.47259,                 1.0788,                 0.6023,                 1.0746,              0.0038125,              0.0038125,              0.0038125
                    627,                0.73036,                0.39095,                0.80324,                 0.8019,                0.69096,                0.77752,                 0.4728,                 1.0803,                0.61201,                 1.0712,              0.0038026,              0.0038026,              0.0038026
                    628,                0.72656,                0.38801,                0.79233,                0.81322,                 0.6752,                0.77667,                0.47474,                 1.0705,                0.61221,                 1.0617,              0.0037927,              0.0037927,              0.0037927
                    629,                0.73002,                0.38504,                0.77778,                0.80451,                0.68199,                0.77785,                0.47587,                 1.0664,                0.60767,                 1.0645,              0.0037828,              0.0037828,              0.0037828
                    630,                0.86698,                0.49033,                0.86025,                0.81406,                 0.6775,                0.77541,                0.47271,                 1.0752,                0.59531,                 1.0733,              0.0037729,              0.0037729,              0.0037729
                    631,                0.73375,                0.39347,                0.78597,                0.80943,                0.69208,                0.77957,                0.47306,                 1.0795,                0.58086,                 1.0808,               0.003763,               0.003763,               0.003763
                    632,                0.72157,                 0.3828,                0.85644,                0.81292,                 0.6901,                0.78119,                 0.4714,                 1.0759,                0.58938,                 1.0851,              0.0037531,              0.0037531,              0.0037531
                    633,                0.81478,                0.41123,                0.82112,                0.81618,                0.69133,                0.77807,                0.46586,                 1.0755,                 0.5845,                 1.0857,              0.0037432,              0.0037432,              0.0037432
                    634,                0.75383,                 0.4385,                 0.8316,                0.81092,                0.69077,                0.77854,                0.47163,                 1.0714,                 0.5691,                 1.0826,              0.0037333,              0.0037333,              0.0037333
                    635,                 0.7537,                0.41147,                0.81003,                0.79167,                0.70294,                0.78127,                 0.4733,                 1.0764,                0.57219,                 1.0782,              0.0037234,              0.0037234,              0.0037234
                    636,                0.90048,                0.44601,                0.83028,                0.79463,                0.69955,                0.78176,                0.47557,                 1.0646,                0.57808,                 1.0666,              0.0037135,              0.0037135,              0.0037135
                    637,                0.75184,                 0.4019,                0.80066,                0.79827,                0.68984,                0.77795,                0.47292,                 1.0783,                0.59338,                 1.0709,              0.0037036,              0.0037036,              0.0037036
