                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    176,                0.94948,                0.49582,                0.87029,                0.79562,                0.64275,                0.73385,                0.45921,                 1.1305,                 0.9972,                 1.0307,              0.0082675,              0.0082675,              0.0082675
                    177,                0.84349,                0.46695,                 0.8737,                0.80094,                0.63646,                0.73336,                0.46099,                 1.1355,                0.99657,                 1.0313,              0.0082576,              0.0082576,              0.0082576
                    178,                 0.9496,                0.48188,                0.86183,                0.73853,                0.69961,                0.74345,                0.46655,                 1.1541,                0.95581,                 1.0555,              0.0082477,              0.0082477,              0.0082477
                    179,                0.92767,                0.48972,                 0.8757,                0.75951,                 0.6929,                0.73679,                0.46227,                 1.1237,                 1.0203,                 1.0382,              0.0082378,              0.0082378,              0.0082378
                    180,                0.99075,                 0.4857,                0.85809,                 0.7747,                0.68904,                0.74764,                0.47111,                 1.1206,                0.95208,                 1.0443,              0.0082279,              0.0082279,              0.0082279
                    181,                0.93009,                0.48065,                0.88488,                0.76539,                0.69059,                0.74492,                0.47034,                 1.1105,                0.96186,                 1.0525,               0.008218,               0.008218,               0.008218
                    182,                0.91901,                  0.471,                0.86279,                0.77355,                0.67052,                0.73268,                0.46296,                 1.1035,                  1.053,                 1.0543,              0.0082081,              0.0082081,              0.0082081
                    183,                0.93284,                0.49543,                0.89037,                0.78992,                0.67515,                0.74764,                 0.4743,                 1.1249,                0.92442,                 1.0749,              0.0081982,              0.0081982,              0.0081982
                    184,                0.94582,                0.50556,                 0.8673,                 0.7694,                0.68904,                0.73799,                0.46585,                 1.1189,                 1.0013,                 1.0642,              0.0081883,              0.0081883,              0.0081883
                    185,                0.97714,                0.51497,                0.89758,                0.75976,                0.70525,                0.75585,                0.47869,                 1.1237,                0.88709,                 1.0628,              0.0081784,              0.0081784,              0.0081784
                    186,                0.93121,                0.50407,                0.90962,                0.75097,                0.70756,                0.74423,                0.47115,                 1.1152,                0.97234,                 1.0475,              0.0081685,              0.0081685,              0.0081685
                    187,                0.86159,                0.47226,                0.83596,                0.75324,                0.71451,                0.75148,                0.47667,                 1.0709,                0.96565,                 1.0311,              0.0081586,              0.0081586,              0.0081586
