                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    275,                 1.0097,                 0.5133,                0.87523,                 0.7975,                0.70347,                0.77316,                0.50127,                 1.0464,                0.82323,                 0.9794,              0.0045748,              0.0045748,              0.0045748
                    276,                0.90387,                0.48534,                0.87938,                0.78203,                0.70263,                0.76909,                0.49786,                 1.0393,                0.84836,                0.97614,               0.004555,               0.004555,               0.004555
                    277,                 1.0109,                0.51246,                0.87459,                0.80871,                0.71111,                 0.7839,                0.50361,                  1.033,                0.78262,                0.98012,              0.0045352,              0.0045352,              0.0045352
                    278,                0.98307,                 0.5207,                0.89304,                0.79007,                0.71736,                0.78211,                0.50261,                  1.034,                0.79169,                0.97551,              0.0045154,              0.0045154,              0.0045154
                    279,                  1.036,                0.51377,                0.86025,                0.80175,                0.69929,                0.77846,                0.50493,                 1.0341,                0.79295,                0.96788,              0.0044956,              0.0044956,              0.0044956
                    280,                0.96669,                0.49526,                0.87016,                0.78057,                0.72639,                0.77501,                0.50365,                 1.0395,                0.82909,                0.97331,              0.0044758,              0.0044758,              0.0044758
                    281,                 1.0191,                0.54719,                0.89065,                0.76604,                0.72014,                0.77385,                0.50377,                 1.0291,                0.80962,                0.97468,               0.004456,               0.004456,               0.004456
                    282,                0.98642,                 0.5188,                0.90171,                0.78425,                0.71389,                0.78347,                 0.5093,                 1.0205,                0.80267,                0.97207,              0.0044362,              0.0044362,              0.0044362
                    283,                 0.9426,                0.52369,                0.90116,                0.77599,                0.70694,                0.77356,                0.49807,                 1.0284,                0.78448,                0.96928,              0.0044164,              0.0044164,              0.0044164
                    284,                 1.0676,                0.56841,                0.91502,                0.75294,                 0.7375,                0.77807,                 0.5059,                 1.0243,                0.79965,                0.97167,              0.0043966,              0.0043966,              0.0043966
                    285,                0.94793,                 0.4827,                0.89132,                0.77866,                0.72801,                0.78059,                0.50727,                 1.0255,                0.77749,                0.97557,              0.0043768,              0.0043768,              0.0043768
                    286,                0.95101,                0.54597,                0.89401,                0.78303,                0.72708,                0.78179,                0.50736,                 1.0254,                0.78602,                0.97574,               0.004357,               0.004357,               0.004357
                    287,                 1.0293,                0.52528,                0.88842,                0.78326,                0.72529,                0.77792,                0.50687,                 1.0425,                0.79565,                0.97835,              0.0043372,              0.0043372,              0.0043372
                    288,                   1.04,                0.52763,                0.87178,                0.77266,                0.71987,                0.77355,                0.50246,                 1.0552,                 0.7876,                0.97974,              0.0043174,              0.0043174,              0.0043174
                    289,                0.97309,                 0.5181,                0.88906,                0.78572,                0.71042,                0.77852,                0.50473,                  1.043,                0.77297,                0.97346,              0.0042976,              0.0042976,              0.0042976
                    290,                 1.0619,                0.56759,                0.92813,                0.77439,                  0.725,                0.77969,                0.51257,                 1.0196,                0.77409,                0.96982,              0.0042778,              0.0042778,              0.0042778
                    291,                 1.0562,                0.52562,                0.86641,                0.78674,                  0.725,                0.77889,                0.49602,                 1.0593,                0.75885,                0.97643,               0.004258,               0.004258,               0.004258
                    292,                0.96657,                 0.4924,                0.85612,                0.75806,                0.71458,                0.76357,                0.50107,                 1.0151,                0.82781,                0.96851,              0.0042382,              0.0042382,              0.0042382
                    293,                0.93501,                0.50257,                0.88381,                0.75679,                0.69722,                0.75157,                 0.4887,                 1.0305,                0.88433,                0.97118,              0.0042184,              0.0042184,              0.0042184
