                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    197,                0.93798,                0.47625,                0.86053,                0.77417,                0.68511,                0.75121,                0.46884,                 1.0967,                0.87449,                 1.0417,              0.0080596,              0.0080596,              0.0080596
                    198,                  0.834,                0.45121,                0.87009,                 0.7628,                0.68983,                0.74926,                0.46799,                 1.0982,                0.87394,                 1.0445,              0.0080497,              0.0080497,              0.0080497
                    199,                0.92055,                0.46352,                0.84932,                0.77283,                0.68776,                0.75073,                0.46888,                 1.1062,                 0.9306,                 1.0557,              0.0080398,              0.0080398,              0.0080398
                    200,                0.94631,                0.47644,                0.87723,                0.76887,                0.67762,                 0.7376,                0.46698,                  1.133,                 1.0418,                 1.0658,              0.0080299,              0.0080299,              0.0080299
                    201,                 1.0212,                0.50036,                0.86524,                0.76675,                0.68133,                0.74008,                0.47674,                 1.0998,                 1.0175,                 1.0544,                0.00802,                0.00802,                0.00802
                    202,                0.88587,                0.44356,                0.84373,                0.76976,                0.68622,                0.74191,                0.47544,                 1.1022,                 1.0595,                 1.0612,              0.0080101,              0.0080101,              0.0080101
                    203,                0.92842,                0.48991,                0.86345,                0.75972,                0.67747,                0.72436,                 0.4626,                 1.1045,                 1.1918,                 1.0525,              0.0080002,              0.0080002,              0.0080002
                    204,                0.91771,                0.47588,                0.88828,                0.76834,                0.67052,                0.73657,                0.47319,                 1.0923,                 1.0733,                 1.0553,              0.0079903,              0.0079903,              0.0079903
                    205,                0.92239,                 0.4992,                0.86508,                0.77015,                0.68772,                0.76387,                0.48179,                 1.1028,                0.95668,                  1.047,              0.0079804,              0.0079804,              0.0079804
                    206,                0.93864,                0.48794,                0.87551,                0.79566,                 0.6659,                0.75885,                0.47971,                 1.0944,                0.90401,                 1.0338,              0.0079705,              0.0079705,              0.0079705
                    207,                0.85072,                0.45548,                 0.8625,                0.77581,                0.64349,                0.72566,                0.45709,                  1.114,                 1.0695,                 1.0594,              0.0079606,              0.0079606,              0.0079606
                    208,                0.86047,                0.46738,                0.86224,                0.77921,                0.66358,                0.73996,                0.46806,                 1.1063,                0.96584,                 1.0599,              0.0079507,              0.0079507,              0.0079507
                    209,                0.94295,                0.48892,                0.85246,                0.79372,                0.68364,                0.75825,                0.47778,                 1.1136,                0.87226,                 1.0469,              0.0079408,              0.0079408,              0.0079408
                    210,                0.96669,                0.49479,                0.84697,                0.80059,                0.67824,                0.75862,                0.47213,                 1.1167,                0.88206,                 1.0486,              0.0079309,              0.0079309,              0.0079309
                    211,                0.88918,                0.48064,                0.86194,                0.79318,                0.68653,                0.75419,                0.47469,                 1.0842,                 0.8964,                 1.0291,               0.007921,               0.007921,               0.007921
                    212,                0.95005,                0.50594,                 0.8659,                 0.7643,                0.68364,                0.73507,                0.46595,                 1.0794,                 1.0257,                 1.0321,              0.0079111,              0.0079111,              0.0079111
                    213,                0.97391,                0.48414,                0.84546,                0.77584,                0.67831,                0.73885,                0.46145,                 1.1045,                0.95246,                 1.0352,              0.0079012,              0.0079012,              0.0079012
                    214,                0.87681,                0.45219,                0.84188,                0.74781,                0.69599,                0.73768,                0.45994,                 1.1049,                 1.0217,                 1.0311,              0.0078913,              0.0078913,              0.0078913
                    215,                0.83124,                0.44965,                0.85353,                0.78558,                0.67563,                0.74769,                0.47298,                  1.081,                0.95253,                 1.0244,              0.0078814,              0.0078814,              0.0078814
                    216,                0.88819,                0.46567,                0.84816,                0.77955,                0.67438,                 0.7349,                 0.4575,                 1.1305,                 1.0103,                  1.038,              0.0078715,              0.0078715,              0.0078715
                    217,                 0.8907,                0.46277,                0.87024,                0.74579,                 0.6791,                0.73552,                0.46378,                 1.0863,                 1.0013,                 1.0383,              0.0078616,              0.0078616,              0.0078616
                    218,                0.91547,                0.48125,                0.85594,                0.76661,                0.66744,                0.73879,                0.46675,                 1.0986,                0.98677,                 1.0431,              0.0078517,              0.0078517,              0.0078517
                    219,                 0.8455,                0.46464,                 0.8653,                0.76607,                 0.6821,                0.74137,                0.46805,                 1.0743,                 1.0021,                 1.0358,              0.0078418,              0.0078418,              0.0078418
                    220,                0.89808,                0.47274,                0.87295,                0.78845,                0.67515,                0.74406,                 0.4723,                 1.0813,                0.95393,                 1.0381,              0.0078319,              0.0078319,              0.0078319
                    221,                0.86139,                0.46098,                0.87709,                0.77557,                0.68133,                0.74126,                0.46979,                 1.0694,                0.96156,                 1.0373,               0.007822,               0.007822,               0.007822
