                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    400,                0.86852,                0.42837,                0.85116,                0.80145,                0.72569,                0.79863,                0.52888,                0.99544,                0.77678,                 0.9562,              0.0020998,              0.0020998,              0.0020998
                    401,                 0.7633,                0.41007,                0.84465,                 0.7983,                0.72917,                0.79774,                0.52895,                0.99128,                0.78483,                0.95488,                0.00604,                0.00604,                0.00604
                    402,                0.90267,                0.45081,                0.83372,                0.79069,                0.72222,                0.78699,                0.50931,                  1.033,                0.81829,                0.96378,              0.0060301,              0.0060301,              0.0060301
                    403,                0.91293,                0.47612,                0.85884,                0.79696,                0.70599,                0.77603,                0.50261,                 1.0588,                0.85788,                 0.9687,              0.0060202,              0.0060202,              0.0060202
                    404,                 1.0004,                0.49044,                0.84528,                0.77074,                0.71673,                 0.7736,                 0.4976,                 1.0684,                0.86024,                 0.9723,              0.0060103,              0.0060103,              0.0060103
                    405,                0.90144,                 0.4666,                0.85115,                0.80864,                0.69549,                0.77164,                0.49449,                 1.0726,                 0.8286,                0.97862,              0.0060004,              0.0060004,              0.0060004
                    406,                0.95593,                0.50476,                0.88126,                0.79126,                0.68958,                 0.7524,                0.48326,                 1.0582,                0.94948,                0.98135,              0.0059905,              0.0059905,              0.0059905
                    407,                0.93174,                 0.4953,                0.89161,                0.78539,                0.69931,                0.75564,                0.48558,                 1.0545,                0.92695,                0.98376,              0.0059806,              0.0059806,              0.0059806
                    408,                0.97044,                0.51273,                0.87149,                 0.7876,                0.69931,                0.75279,                0.48317,                 1.0659,                0.90829,                0.98214,              0.0059707,              0.0059707,              0.0059707
                    409,                  1.023,                0.51573,                0.86812,                0.79496,                0.69197,                0.74939,                0.48078,                 1.0465,                0.90427,                 0.9776,              0.0059608,              0.0059608,              0.0059608
                    410,                0.91001,                0.48015,                0.87064,                0.80745,                0.68433,                0.75474,                0.48891,                  1.042,                0.86164,                0.98771,              0.0059509,              0.0059509,              0.0059509
                    411,                0.87906,                0.47028,                0.85873,                0.78915,                0.70694,                0.76326,                0.49582,                  1.018,                 0.8478,                0.97866,               0.005941,               0.005941,               0.005941
                    412,                0.96579,                0.49396,                0.87902,                0.79029,                0.71667,                0.76926,                0.49411,                 1.0429,                0.82464,                0.97974,              0.0059311,              0.0059311,              0.0059311
                    413,                  1.004,                0.50106,                0.85751,                0.81954,                0.68753,                0.76849,                 0.4946,                 1.0531,                0.82461,                0.99257,              0.0059212,              0.0059212,              0.0059212
                    414,                0.92333,                0.48684,                0.87635,                0.80535,                0.70486,                0.77838,                 0.4937,                 1.0641,                0.82502,                0.98679,              0.0059113,              0.0059113,              0.0059113
                    415,                0.97996,                0.52942,                0.88151,                0.81794,                0.71756,                0.78259,                0.50354,                 1.0302,                 0.7848,                0.98269,              0.0059014,              0.0059014,              0.0059014
                    416,                0.99698,                0.49738,                0.85504,                 0.8026,                0.73056,                0.77958,                0.49944,                 1.0571,                0.80003,                0.98792,              0.0058915,              0.0058915,              0.0058915
                    417,                0.92741,                0.46179,                0.84424,                0.79325,                0.73005,                0.77231,                0.49557,                 1.0683,                0.80951,                 0.9887,              0.0058816,              0.0058816,              0.0058816
                    418,                0.86228,                 0.4578,                0.83976,                0.78412,                0.71384,                0.76315,                0.49454,                 1.0467,                0.86676,                0.98184,              0.0058717,              0.0058717,              0.0058717
                    419,                0.96397,                0.48359,                0.85887,                0.78108,                0.71181,                0.76097,                0.49102,                  1.053,                0.85832,                0.97945,              0.0058618,              0.0058618,              0.0058618
                    420,                0.90409,                0.47077,                0.87047,                 0.7953,                0.70689,                 0.7729,                0.50522,                  1.055,                0.82356,                  0.984,              0.0058519,              0.0058519,              0.0058519
                    421,                0.95126,                0.48568,                0.86535,                0.79029,                0.71111,                0.77293,                0.50707,                  1.037,                0.82481,                0.98161,               0.005842,               0.005842,               0.005842
                    422,                 0.8336,                 0.4667,                0.86679,                0.78489,                 0.7044,                0.75946,                0.49787,                 1.0493,                0.83077,                0.99053,              0.0058321,              0.0058321,              0.0058321
                    423,                 0.9054,                0.47736,                 0.8823,                0.76851,                0.70084,                0.74917,                0.49109,                 1.0341,                0.90378,                0.98231,              0.0058222,              0.0058222,              0.0058222
                    424,                0.88411,                0.46404,                0.86885,                0.75652,                0.71875,                0.75124,                0.49007,                 1.0324,                0.92572,                0.97748,              0.0058123,              0.0058123,              0.0058123
                    425,                0.91199,                0.46898,                0.87579,                0.78283,                0.69653,                0.75757,                0.48965,                 1.0512,                 0.8811,                0.98548,              0.0058024,              0.0058024,              0.0058024
                    426,                0.88516,                0.45532,                0.86189,                0.79584,                0.69298,                0.76444,                0.49579,                 1.0767,                0.86352,                  0.989,              0.0057925,              0.0057925,              0.0057925
                    427,                 1.0087,                0.49272,                0.85526,                0.82783,                0.68451,                0.78195,                0.50708,                 1.0677,                0.77853,                0.98855,              0.0057826,              0.0057826,              0.0057826
                    428,                 1.0307,                0.51002,                0.86387,                 0.7996,                0.71875,                0.78679,                0.50578,                 1.0492,                0.76139,                0.97684,              0.0057727,              0.0057727,              0.0057727
                    429,                0.90921,                0.46777,                0.86562,                0.79822,                0.71319,                 0.7799,                0.50178,                 1.0644,                0.79615,                0.98056,              0.0057628,              0.0057628,              0.0057628
                    430,                0.90297,                 0.4823,                0.88413,                0.78636,                0.73611,                0.77681,                0.50191,                 1.0489,                0.78683,                0.98051,              0.0057529,              0.0057529,              0.0057529
                    431,                0.82316,                0.43806,                0.86374,                0.79031,                0.73264,                0.78466,                0.50765,                  1.046,                0.76902,                 0.9837,               0.005743,               0.005743,               0.005743
                    432,                 1.0235,                0.50696,                0.86243,                0.82499,                0.72347,                0.79838,                0.51958,                 1.0469,                0.71055,                0.98219,              0.0057331,              0.0057331,              0.0057331
                    433,                0.94012,                0.47656,                0.84398,                0.80002,                0.72569,                0.80068,                0.51705,                 1.0463,                0.71528,                 0.9777,              0.0057232,              0.0057232,              0.0057232
                    434,                0.93089,                0.47632,                 0.8859,                0.77964,                0.73125,                0.79143,                0.51257,                 1.0463,                0.73482,                0.97877,              0.0057133,              0.0057133,              0.0057133
                    435,                0.83304,                0.45053,                0.87899,                0.83307,                0.68966,                0.78691,                0.50727,                 1.0579,                0.74763,                0.98037,              0.0057034,              0.0057034,              0.0057034
                    436,                0.90942,                0.46063,                0.86328,                0.79809,                0.70833,                0.78224,                 0.5061,                 1.0518,                0.76403,                0.97702,              0.0056935,              0.0056935,              0.0056935
                    437,                0.92933,                0.47757,                0.86407,                0.77339,                0.72286,                0.77999,                0.50662,                 1.0394,                0.77082,                0.97093,              0.0056836,              0.0056836,              0.0056836
