                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                0.93852,                0.50385,                 0.8478,                0.73647,                0.68142,                0.72391,                0.45801,                 1.0819,                 1.0618,                 1.0225,              0.0091486,              0.0091486,              0.0091486
                     88,                0.87843,                0.48474,                 0.8854,                0.75986,                0.67385,                0.72729,                0.46162,                 1.0756,                 1.0516,                 1.0179,              0.0091387,              0.0091387,              0.0091387
                     89,                0.94009,                0.48318,                0.86439,                  0.787,                0.65818,                0.72858,                0.46347,                 1.0854,                 1.0643,                 1.0324,              0.0091288,              0.0091288,              0.0091288
                     90,                 0.9422,                0.49498,                0.87203,                0.76156,                0.64892,                0.70487,                0.45088,                 1.0958,                 1.2192,                 1.0383,              0.0091189,              0.0091189,              0.0091189
                     91,                 1.0325,                0.51651,                0.83394,                0.77274,                0.66378,                0.71937,                0.44332,                 1.1551,                 1.0516,                 1.0547,               0.009109,               0.009109,               0.009109
                     92,                0.94203,                0.48535,                0.89011,                0.76469,                0.69206,                0.72431,                0.44551,                 1.1452,                  1.064,                 1.0409,              0.0090991,              0.0090991,              0.0090991
                     93,                0.99379,                0.53392,                0.88838,                0.76256,                0.68441,                0.72108,                0.44459,                 1.1241,                 1.0682,                 1.0444,              0.0090892,              0.0090892,              0.0090892
                     94,                0.95956,                0.50382,                0.88955,                0.73633,                 0.6767,                 0.7115,                0.44241,                 1.1244,                 1.0879,                 1.0333,              0.0090793,              0.0090793,              0.0090793
                     95,                 0.9329,                0.50064,                0.87868,                0.80772,                0.65818,                0.74015,                0.45782,                 1.1545,                 1.0224,                 1.0394,              0.0090694,              0.0090694,              0.0090694
                     96,                0.97389,                 0.4911,                0.85242,                0.77322,                0.67614,                0.73951,                0.46431,                 1.0931,                0.97739,                 1.0291,              0.0090595,              0.0090595,              0.0090595
                     97,                0.91415,                0.49848,                0.88605,                0.78009,                 0.6767,                0.75353,                0.46749,                 1.1216,                0.93455,                 1.0338,              0.0090496,              0.0090496,              0.0090496
                     98,                0.88523,                0.46877,                0.84596,                0.77579,                0.69951,                0.76229,                 0.4693,                 1.1173,                0.89028,                  1.038,              0.0090397,              0.0090397,              0.0090397
                     99,                0.98148,                0.50972,                0.88489,                0.82708,                0.66801,                0.76654,                0.48653,                 1.0942,                0.79346,                 1.0206,              0.0090298,              0.0090298,              0.0090298
                    100,                 1.0382,                0.52376,                0.85436,                0.79518,                0.65818,                0.75111,                0.46913,                 1.1351,                0.83357,                 1.0139,              0.0090199,              0.0090199,              0.0090199
                    101,                0.96292,                0.52161,                0.88586,                0.79175,                0.65711,                0.74271,                0.46593,                 1.1097,                0.87462,                 1.0235,                0.00901,                0.00901,                0.00901
                    102,                 1.0787,                0.56457,                0.91081,                0.77228,                0.69868,                0.74584,                  0.471,                 1.0706,                0.85934,                 1.0069,              0.0090001,              0.0090001,              0.0090001
                    103,                 1.0446,                0.51909,                0.86642,                0.76541,                0.70988,                0.75414,                0.46473,                 1.1586,                0.82845,                 1.0329,              0.0089902,              0.0089902,              0.0089902
                    104,                0.95536,                0.49154,                0.85584,                 0.8124,                 0.6659,                0.74431,                0.47065,                 1.0986,                0.89041,                 1.0325,              0.0089803,              0.0089803,              0.0089803
                    105,                0.86222,                0.47767,                0.84208,                 0.7739,                 0.6767,                0.74144,                0.47315,                 1.0928,                0.97286,                 1.0425,              0.0089704,              0.0089704,              0.0089704
                    106,                0.98925,                0.50866,                0.87324,                0.75916,                0.67372,                0.72866,                 0.4599,                 1.1278,                 1.0807,                 1.0645,              0.0089605,              0.0089605,              0.0089605
                    107,                0.95264,                 0.5015,                0.87807,                0.75403,                 0.6983,                0.74933,                0.47888,                 1.1126,                0.94249,                 1.0395,              0.0089506,              0.0089506,              0.0089506
